"id","source_file","snippet","label","comentario"
"T2-0114","10086618.txt","Magyari-Beck, 2009: 50 2 El famoso personaje de Mark Twain consiguió convencer a sus amigos alguna vez, que pintar la valla con lo que le habían castigado por sus travesuras es una verdadera diversión, para que lo hagan ellos en vez de ir a bañarse al río. De allí la hipótesis del efecto Tom Sawyer, es decir, que podemos lograr que una persona pague por el trabajo que hace, y además, que este trabajo sea considerado por él como diversión, y viceversa, si pagan por nuestro hobby, esto parecerá trabajo. Garai distingue a este último denominando como el efecto Puskás, por las palabras del futbolista: Gran dinero: gran fútbol, poco dinero: poco fútbol! Garai, 2003: 33-35 18 Para responder a esto, el economista debe contestar primero al dilema de si la economía es una ciencia descriptiva o normativa. Daniel Kahneman y Amos Tversky 1987 afirman que la teoría de la utilidad esperada en el caso de decisiones bajo riesgo se ha aceptado como un modelo normativo de la elección racional; y como modelo descriptivo ha sido aplicada ampliamente a la conducta económica. Por eso, estos autores, desde la perspectiva de la psicología cognitiva, apuntan a describir una serie de problemas donde los sujetos violan sistemáticamente los axiomas de la teoría para demostrar que ésta no es un modelo descriptivo adecuado. Kahneman-Tversky, 1987: 95-96 El concepto del hombre económico, como señalan Quintanilla y Bonavía, ha funcionado y funciona como profecía autocumplida. Esto es, se establece un modelo apriorístico por el que se determinan, previamente, aquellas conductas que deben realizar los ciudadanos para obtener el máximo beneficio con el mínimo esfuerzo.","1",""
"T2-0115","10081876.txt","Se contribuye al desarrollo de esta competencia mediante el ejercicio de destrezas como la comprensión oral y lectora, expresión oral y escrita de los conceptos estudiados y de los resultados de distintas actividades, así como la adquisición de vocabulario específico de los contenidos impartidos en la misma. También se ensayará mediante la búsqueda, análisis, selección y tratamiento de información a la hora de realizar determinadas actividades. b Competencia matemática y competencias básicas en ciencia y tecnología. Esta es la competencia más trabajada. Por un lado mediante el uso del razonamiento matemático necesario para la resolución de problemas vinculados a la determinación de la contribución de la emisión de distintos GEI al fenómeno del cambio climático, y por otro mediante el cálculo de cantidades de energía en distintas actividades. Todo ello interrelacionando con la emisión de determinadas cantidades por parte de una u otra fuente con la emisión o ausencia de la misma de cantidades de GEI, mediante el cálculo de la huella de carbono de distintas actividades, y el cálculo de otros modos de expresar estas magnitudes. También se desarrolla a través de la adquisición y comprensión de los distintos conceptos expuestos a lo largo de la misma, el modo en que se hallan interrelacionados. c Competencia digital. Se desarrollará mediante el empleo de las TIC, recursos audiovisuales y otros recursos informáticos. También se ensayará 28 mediante la búsqueda, análisis, selección y tratamiento de información a la hora de realizar determinadas actividades. d Aprender a aprender. Se contribuirá al desarrollo de esta competencia mediante la adquisición y uso de forma autónoma y reflexiva de estrategias de resolución, así como la adquisición de la capacidad para relacionar entre sí las distintas ideas y conceptos transmitidos.","1",""
"T2-0116","10049815.txt","4. de la Instrucción 5. 2.- I. C. Drenaje superficial, por la cual: Donde: L es la longitud del cauce principal en km. J es la pendiente media del cauce principal en mm. 2. 3. MÉTODO HIDROMETEOROLÓGICO Para el cálculo de los caudales de referencia se tienen en cuenta, de nuevo, las directrices marcadas por la Instrucción 5. 2.-I. C. Drenaje superficial. El método propuesto se basa en aplicar la intensidad media de la precipitación a la superficie de la cuenca, considerando su escorrentía. La precisión de este método disminuye conforme aumenta la superficie de la cuenca, siendo el tiempo de concentración de 6 horas el utilizado como límite para diferenciar las cuencas grandes de las pequeñas. El método considera como expresión para evaluar el caudal de cálculo la siguiente: Donde: Q es el caudal punta correspondiente a un periodo de retorno determinado m3s K es un coeficiente que depende de las unidades en que se expresen Q y A, y que incluye un aumento del 20 en Q para tener en cuenta el efecto de las puntas de precipitación. Su valor está dado por la tabla 2. 1. de la citada Instrucción de Drenaje Superficial y, para el caso particular de que el caudal esté expresado en m3s y el área en km2, su valor es 3. I es la intensidad media de precipitación mmh correspondiente al período de retorno considerado, y a un intervalo igual al tiempo de concentración Apartado 2. 3. de la Instrucción 5. 2.-IC. C es el coeficiente de escorrentía de la cuenca o superficie drenada.","0",""
"T2-0117","100253788.txt","Pasado Abierto. Revista del CEHis. No11. Mar del Plata. Enero-junio de 2020. ISSN No2451-6961. http:fh.mdp.edu.arrevistasindex.phppasadoabierto Reseña de Lida, Miranda 2019. Amado Alonso en la Argentina. Una historia global del Instituto de Filología 1927-1946. Bernal: Universidad Nacional Beatriz Figallo Instituto de Estudios Históricos, Económicos, Sociales e Internacionales, Consejo Nacional de Investigaciones Científicas y Técnicas, Nodo Instituto de Historia, Facultad de Derecho y Ciencias Sociales de Rosario, Universidad Católica, Argentina beatrizfigalloconicet.gov.ar Palabras claves: Amado Alonso, Universidad de Buenos Aires, filología Keywords: Amado Alonso, University of Buenos Aires, philology Después de consolidar una distinguida trayectoria como historiadora del catolicismo argentino, casi de un modo natural Miranda Lida fue virando el registro de su producción científica hacia la historia intelectual con sesgo transnacional. Ese derrame hacia temas en apariencia nuevos, contiene tanto su atención al pulso de la historia política, social y cultural de la Argentina, como su experiencia en el manejo de algunas de las múltiples interconexiones mundiales impulsadas por la Iglesia Católica es que podría decirse, como el especialista en historia del catolicismo francés Étienne Fouilloux y el internacionalista Robert Frank, que no hay historia del siglo XX sin la intromisión del hecho religioso. Munida de ese rico bagaje, distintos trabajos muestran esta deriva hacia ámbitos que, por razones familiares, le son muy cercanos, inscribiéndose también allí su atención al Instituto de Filología, fundado en 1922 en la Facultad de Filosofía y Letras de la Universidad de Buenos Aires. Condensado dicho haz de propicias circunstancias en este breve y delicioso libro centrado en la figura de quién fuera su director entre 1927 y 1946, el español Amado Alonso, la autora reconoce la directa relación con su anterior obra Años dorados de la cultura.","1",""
"T2-0118","10156933.txt","Y es precisamente ese concepto amplio de acciones de reintegración el que permite la creación de un sistema de protección para los acreedores, formado por el conjunto de diversas acciones que pueden ser ejercitadas ante el juez del concurso, cada una de ellas con sus propias características. Los requisitos para el ejercicio de la acción son conforme establece la Ley el perjuicio para la masa y que el acto de disposición patrimonial que quiere ser impugnado haya sido realizado por el deudor dentro del denominado periodo sospechoso, es decir, los dos años anteriores a la declaración del concurso. El concepto de perjuicio relativo a la rescisoria concursal contenido en el artículo 226 de la LC se ha descrito como una pérdida injustificada de bienes o derechos que forman parte de la masa activa o actos que vulneren la par conditio creditorum, no obstante, como bien defiende Huelmo Regueiro en la conclusión de su tesis, la anterior redacción de la Ley no hacía referencia a este principio de derecho concursal y fueron la doctrina y jurisprudencia las encargadas de la interpretación del artículo de manera que se incluyen dichos actos. La nueva redacción de la LC tampoco ha incluido una referencia a la par conditio creditorum y a pesar de ser una materia que en principio no es discutida, sería interesante que en próximas redacciones se incluyera dicho supuesto de forma explícita. La ausencia de una definición precisa del concepto de perjuicio ha conducido inevitablemente al legislador al establecimiento de presunciones del perjuicio, que como desarrollamos en el quinto apartado se dividen en dos grupos: iuris et de iure y iuris tantum.","1",""
"T2-0119","100253716.txt","Traductor Diego Fonti CONICET, Universidad Católica de Córdoba, Argentina. Comité editorial Carlos Martínez Ruiz Universidad Católica de Córdoba - Universidad Nacional de Córdoba, Argentina. Silvia Anderlini Universidad Católica de Córdoba - Universidad Nacional de Córdoba, Argentina. José María Bompadre Universidad Católica de Córdoba - Universidad Nacional de Córdoba Instituto de Culturas Aborígenes, Argentina. Patricia Scherman Universidad Católica de Córdoba - Universidad Nacional de Córdoba, Argentina. Carlos Asselborn Universidad Católica de Córdoba, Argentina. Comité académico Nancy Bedford Garrett-Evangelical Theological Seminary, USA; e Instituto Universitario ISEDET, Argentina; Horacio Cerutti Universidad Nacional Autónoma de México, México; Rogelio De La Mora V. Universidad Veracruzana, México; Carlos Domínguez Morano Facultad de Teología de Granada, España; Diego Fonti CONICET, Universidad Católica de Córdoba, Argentina; Francesca Gargallo Universidad Autónoma de la Ciudad de México, México; Noemí Girbal CEAR. Universidad Nacional de Quilmes, Argentina; Marcelo González Universidad Nacional de San Martín, Argentina; Francis Gonsalves Vidyajyoti College, India; Michael Lwy Directeur de Recherche émérite du CNRS, Francia; Eduardo Mattio Universidad Nacional de Córdoba, Argentina; Martín Morales Pontificia Universidad Gregoriana, Italia; Beatriz Moreyra CONICET, Universidad Nacional de Córdoba, Universidad Católica de Córdoba, Argentina; Guillermo Nieva Ocampo Universidad Nacional de Salta, Argentina; Gustavo Ortiz Universidad Católica de Córdoba, Argentina ; Lila Perren Universidad Católica de Córdoba, Argentina; Germán Plasencia Colegio de Saberes, México; Pablo Quintanilla Pontificia Universidad Católica del Perú, Perú; Eugenio Rubiolo Universidad Católica de Córdoba, Argentina; Aaron Saal Universidad Nacional de Córdoba, Argentina; Héctor Samour Universidad de Centroamérica José Simeón Cañas, El Salvador; Arturo Sandiano Universidad Católica de Córdoba, Argentina; Carlos Schickendantz Universidad Alberto Hurtado, Chile; Daniel Vera Universidad Nacional de Córdoba.","0",""
"T2-0120","10171510.txt","Tabla 8. Oxígeno disuelto al finalizar el experimento aerobio Muestra Oxígeno disuelto mgL 1 0, 9 2 0, 8 3 0, 5 4 0, 6 5 0, 7 6 0, 8 Se realizaron mediciones de pH para cada una de las muestras, al finalizar los experimentos. En la Tabla 9 se observa que si bien los resultados demuestran que hay una diminución en el pH, por la formación de ácido carbónico, pero debido a que los volúmenes producidos de CO2 son bajos, los pH finales no se consideran ácidos, y se encuentran dentro de los valores apropiados en procesos biológicos, para el sostenimiento de la población microbiana. Es importante resaltar que el CO2 está asociado a las actividades de fotosíntesis, respiración, y junto con el calcio, se integra en el sistema carbonato, jugando un papel clave en la estabilización del pH del agua en los ecosistemas acuáticos 14. Tabla 9. pH inicial y final del experimento aerobio Muestra pH inicial pH final 1 8, 800 7, 036 2 6, 646 3 6, 789 4 6, 600 7, 010 5 7, 220 6 7, 310 3. 2. 1 Tasas de emisión Para todas las muestras se obtuvo un valor de pendiente bajo, esto se evidenció con los bajos volúmenes de CO2 medidos en el cromatógrafo. En la Tabla 10, se observa que las tasas de emisión expresadas en Kgt.año, presentaron valores pequeños comparados con las emisiones obtenidas para las muestras bajo condiciones anaerobias, indicando que la cantidad de dióxido de carbono producido por cada tonelada de material vegetal en el embalse, en un año, no es lo suficientemente significativa, esto se puede explicar debido a que en el experimento la cantidad de oxígeno disuelto no era suficientemente significativa, para que continuara la degradación de la materia orgánica en la botella, y se logrará un valor de emisión más alto. .","1",""
"T2-0121","100103900.txt","Actualmente Director de Relaciones Interinstitucionales de las Unidades Tecnológicas de Santander. Correo electrónico: miguelsazhotmail.com Pa no ra m a Pa no ra m a Theoretical approach to political responsibility: A review from the necessary horizontal control between the executive and legislative Planteamiento Las sociedades contemporáneas deben asumir a diario el compromiso de consolidarse como proyectos colectivos viables frente a los retos y desafíos de la civilización presente. Uno de estos retos consiste en revisar y corregir los errores institucionales y prácticos que se vienen presentando en el Estado actual, con relación a la exigencia eficaz de responsabilidades políticas a quienes ejercen potestades delegadas de gobierno. No son pocos los sucesos actuales que detallan la crisis institucional de varios estados hispanoamericanos donde se evidencian acciones y omisiones de quienes gobiernan, y que se ven enmarcadas en la irresponsabilidad y el mal gobierno, haciendo sentir a las sociedades en muchas ocasiones, impotentes ante los hechos que se revelan, bien sea porque en algunas oportunidades los sistemas políticos y de gobierno sobrecargan de procedimientos y formalismos las herramientas de control, o porque los actores llamados a exigir responsabilidades políticas prefieren no hacerlo. Realizar un acercamiento teórico sobre la materia, es fundamental para entender las razones que facilitan o dificultan la realización de eficaces exigencias de responsabilidad política a quienes deben responder y a quienes deben realizar el control desde la relación horizontal entre ejecutivo y legislativo, por lo que me propongo exponer en algunas líneas, los apartes más relevantes que teóricamente se han presentado política y jurídicamente.","1",""
"T2-0122","10097370.txt","En estas vías anatómicas se establece una organización jerárquica de cuatro niveles que controla las funciones intestinales. El primer nivel es el SNE, incluyendo los ganglios mientéricos, ganglios submucosos y células gliales intestinales. El segundo nivel son los ganglios paravertebrales que regulan las respuestas viscerales periféricas. El tercer nivel es el SNA simpático, cuyas neuronas preganglionares se localizan en la medula espinal desde los segmentos T5 a L2 y el SNA parasimpático cuyas neuronas preganglionares provienen de la región sacra de los segmentos S2 a S4 y del par craneal X o nervio vago. El cuarto nivel son los núcleos cerebrales superiores. La información de la corteza cerebral y los ganglios basales llega a los núcleos del tronco cerebral incluido el núcleo dorsal del nervio vago. Las vías aferentes llegan al núcleo del tracto solitario que proyecta al tálamo, sistema límbico y la corteza insular a través del núcleo parabraquial. Las fibras aferentes espinales a través del tracto espinotalámico llegan al tálamo y a través del tracto espinal llegan a los núcleos grácil y cuneatus de la médula oblongada que se proyectarán a través de la vía lemnisco medial al tálamo. Finalmente, desde el tálamo salen proyecciones a las áreas sensoriomotoras primarias y a la corteza insular 17. La comunicación neural directa entre la microbiota y el cerebro se realiza a través del nervio vago. Las bacterias estimulan las neuronas aferentes del sistema nervioso entérico del intestino. Esta estimulación media la activación de la respuesta antinflamatoria previniendo así episodios de septicemia causada por estos microorganismos y favoreciendo a un efecto antinflamatorio mediante la activación vagal 35, 37.","0",""
"T2-0123","10008596.txt","Key words: Port spaces, coastal heritage, urban tourism, urban growth pressureEste trabajo trata de plantear una reflexión inicial sobre las actuaciones, conflictos y consecuencias potenciales delas intervenciones que han empezado a llevarse a cabo y de las previstas para los próximo años, en las áreasportuarias históricas de la ciudad de Santander, así como sobre las estrategias de los agentes implicados. Con ellopretendemos colaborar en un análisis más amplio sobre los actuales mecanismos de transformación y de apropiaciónprivada de suelo público, que de forma bastante similar, están teniendo lugar en diversos puertos españoles. Para esta breve reflexión, en primer término, establecemos una síntesis de la conformación histórica de los espaciosportuarios santanderinos. En segundo lugar, esbozamos los principales proyectos actuales de transformación delfrente marítimo portuario. Finalmente, acabamos concluyendo con algunos planteamientos más generales relativos alas implicaciones posibles de esta reordenación. Reordenar sin mirar atrásLos precedentes históricos: actividad portuaria, ensanches y paseos marítimos. La paulatinaconformación de un patrimonio públicoComo en muchas otras ciudades portuarias, la evolución histórica, la morfología y la identidad urbana de Santanderse hallan fuertemente vinculadas a sus espacios de borde marítimo y en particular, a la bahía y al puerto. La propiaexpansión de Santander como ciudad se fundamenta, desde finales del siglo XVIII, en la incorporación sucesiva deterrenos llanos ganados a la bahía a base de rellenos. Asimismo, al igual que en otras ciudades litorales españolasdonde a lo largo del siglo XIX se produce un incremento de actividades y de espacios portuarios, en Santander,determinados espacios públicos actuales, como los representativos paseo y jardines de Pereda, surgieron porcoincidir en sus proximidades dos atractivos esenciales: el paisaje espectacular del entorno de la bahía, por un lado yel laborioso y animado tráfico portuario, por otro.","0",""
"T2-0124","100253395.txt","Nos parece interesante, en este sentido, explorar las alternativas que en otros países se han puesto en práctica para hacer frente, entre otros, a dichos desafíos. Tal es el caso de España, que pretendemos presentar a continuación mediante un artículo del Dr. Rodríguez-Arana Muñoz. En este escrito, se plantea una revalorización del espacio local, como el ámbito propio de intercambio entre gobierno y sociedad, en el cual se puede dar cabida a los problemas reales y urgentes de la población de una manera más directa y efectiva. De este modo, se legitiman las aciones del estado, en tanto los gobiernos consiguen dar respuesta a los problemas concretos y específicos del ciudadano al cual representan. Se debe entonces centrar la atención en el espacio local, porque constituye la instancia de gestión por autonomasia, la más adecuada para lograr la participación efectiva del ciudadano, imprescindible para el sostenimiento de las instituciones democráticas. En este sentido, el artículo sostiene que es fundamental la descentralización de la administración pública, siendo los entes locales los encargados de establecer un contacto directo con el ciudadano, fundamentalmente a través de la gestión de los servicios públicos, de acuerdo con el principio de subsidiariedad. Por otra parte, se posibilita a la vez una mejor distribución del gasto y la inversión, realizándose una desconcentración desde el Estado hacia las Comunidades Autónomas y las Corporaciones Locales. En síntesis, con la presentación del artículo del Dr. Rodríguez-Arana Muñoz, pretendemos mostrar un caso en que, a partir de la modificación de ciertas estructuras gubernamentales, se logra desarrollar un sistema de mayor participación democrática, responsabilidad ciudadana y eficiencia en la asignación de los recursos.","1",""
"T2-0125","100253874.txt","Una reflexión sobre los periódicos para niñas, la prensa ilustrada n el editorial inaugural a la tercera época del periódico el Correo de las Niñas. Seminario del domingo dedicado al bello sexo, la redacción denuncia que hacia 1872 una peligrosa enfermedad que la crítica llamó con justicia la periódico-manía infectó Buenos Aires Correo de las Niñas o CdlN, III época, N 1, 9 de julio de 1876, 1 Existió tal periódico-manía diez años antes que la fecha que la bibliografía acepta como el inicio del mercado editorial moderno en el país? O el diagnóstico es una exageración propia del estilo hiperbólico de los redactores decimonónicos? En este artículo, que se desprende de la investigación realizada para una tesis doctoral, ensayaremos una respuesta para estas preguntas. Para ello, primero, nos detendremos en la década de 1860, particularmente en el rol de las publicaciones semanales y la litografía durante el decenio. Segundo, destacaremos al Correo de las Niñas, un periódico que se mantuvo en prensa intermitentemente por más de una década desde 1868. La publicación, poco estudiada hasta el momento, combinó una serie de recursos editoriales innovadores orientados a la lectura por entretenimiento para convertirse en el primer título orientado al bello sexo que alcanzó éxito comercial. Tercero y último, exploraremos cómo ese semanario no fue un caso aislado, sino solo el más destacado entre la serie de publicaciones para un lectorado feminizado que protagonizó la periódico-manía. La década de 1860 como parteaguas en la historia de la prensa periódica porteña La bibliografía reciente sobre la historia del impreso y la lectura en Buenos Aires y Argentina se caracteriza por una concentración cronológica en las postrimerías de la centuria Pas, Literatura, prensa 7.","0",""
"T2-0126","10157182.txt","El trabajo aportará una visión tanto de la forma y actividad de la plataforma como de la intrusión de este fenómeno desde las distintas partes relacionadas dentro del ámbito turístico local. Esto resulta de gran interés, ya que son las ciudades con gran afluencia turística las que más sufren la incorporación del turismo colaborativo, y por lo tanto se debe tomar como ejemplo a fin de poder gestionar de manera adecuada la irrupción de plataformas como Airbnb. Es por ello que este trabajo despierta un gran interés para la ciudad de Santander y sobretodo de la infraestructura turística tradicional, ya que esta corre el riesgo de seguir los pasos de sus predecesores Barcelona, Madrid, Málaga.... 1 Una compañía de arranque, compañía incipiente o, simplemente, compañía emergente, es un término utilizado actualmente en el mundo empresarial el cual busca arrancar, emprender o montar un nuevo negocio y hace referencia a ideas de negocios que están empezando o están en construcción, es decir son empresas emergentes apoyadas en la tecnología. Son ideas que innovan el mercado y buscan hacer de los procesos complicados más fáciles de realizar, estas van enfocadas a diferentes temas y usos. Generalmente son empresas asociadas a la innovación, al desarrollo de tecnologías, al diseño web o desarrollo web; son empresas de capital-riesgo. 7 1. 2. Objetivos: El objetivo principal del trabajo es dar a conocer la realidad sobre la presencia de Airbnb en la ciudad de Santander junto con las consecuencias que causa el consumo colaborativo en el sector turístico.","1",""
"T2-0127","100254641.txt",", The Politics of Space and Body. Reforming Practical Theology, International Academy of Practical Theology Conference Series IAPT. CS, 1, 20-28. cuestión de la voluntad. El segundo discurso considera que el abuso sexual infantil se debe al contexto de decadencia moral. Es importante por ello superarlos con una visión sistémica del tema. Palabras clave: abuso sexual infantil, iglesia católica, discursos sociales, enfoque de víctimas primero. Introducción En décadas recientes el abuso sexual se ha discutido ampliamente en la iglesia católica así como también en la sociedad en su conjunto. Los discursos dominantes en la sociedad se ocupaban previamente más de los perpetradores que de las víctimas. Pero recientemente se ha dado un cambio importante de paradigma: las víctimas han dado un paso al frente dando testimonio de cómo el abuso ha arruinado sus vidas y exigiendo justicia. Esto ha resultado en una aproximación de víctimas primero. Este texto es una contribución para comprender el cambio del enfoque desde el que se centraba en los perpetradores y negaba las voces de las víctimas, incluso al punto de poner a las víctimas como delincuentes sexuales responsables de su abuso, a una perspectiva de las víctimas primero. La iglesia católica ha sido fuertemente influenciada por los principales discursos en la sociedad que le dan poder a los psiquiatras, terapeutas y trabajadores sociales. Sin embargo, frente a la cuestión del abuso sexual clerical en la iglesia se pueden identificar dos discursos distintos. En el primero, el pecado se considera causa del abuso, reduciéndolo a una cuestión de la voluntad.","0",""
"T2-0128","100252368.txt","Analizarla en perspectiva permite destacar algunos de sus trazos fundamentales que tal vez se pueden haber convertido en políticas de estado, suavizar sus aristas más filosas y, por qué no, advertir algunos logros que -a pesar de la LES- se han alcanzado con el tiempo. En este artículo se pondrá el foco en las políticas universitarias nacionales desplegadas a partir de la sanción de la LES, prestando especial atención a las lógicas y los dispositivos que han permanecido y sobrevivido a los cambios de gobierno, aquellos que han emergido como novedosos y otros que han tenido una vida más efímera. Para ello, se realiza un análisis de los textos normativos y los instrumentos de política educativa implementados desde la década de 1990 -contexto de reforma en el que se sanciona la LES- hasta la actualidad. Dicho análisis documental se triangula con los aportes de la literatura especializada y resultados obtenidos a partir de la participación en proyectos grupales de investigación1. Consideraciones sobre el escenario de las políticas universitarias en las últimas décadas Las políticas de los noventa supusieron la revisión de la relación entre la sociedad y la educación superior, en particular las universidades. Puesta en cuestión esa relación, se ensayó -a impulso de las recomendaciones de los organismos internacionales y sus intelectuales orgánicos- un vínculo distinto para intentar renovar la confianza entre el Estado, las universidades y la sociedad, a manera de nuevo contrato. La LES ha representado un punto de inflexión para la vida universitaria. Su impronta ideológica y política la inscriben en un movimiento antireformista, fundamentalmente por haber habilitado el arancelamiento de los estudios universitarios y por limitar la participación estudiantil y el cogobierno arts.","0",""
"T2-0129","10050389.txt","From the very beginning it relied upon the support of a large part of the highland community within the region of Cantabria, predominantly the rural gentry, as well as other people of importance and among those, its founders. Adding to this a stringent administration of assets that served to strengthen its economic base, it, unsurprisingly in the mid XVIII century, grew to be a fully expanding institution, cut short only by its expulsion. Key words: Jesuits; Old Regime; Santander; Standard of Living; Patrimony. Cómo citar este artículo citation: Sánchez Gómez, M. Á. 2018. El colegio de jesuitas de Santander. Vida material y patri-monio. Hispania Sacra 70, 142: 585-599. https:doi.org10. 3989hs. 2018. 040RecibidoReceived 09-11-2016AceptadoAccepted 18-01-20171El 2 de mayo de 1767, un mes más tarde de decretarse la Pragmática de expulsión de los jesuitas, un pequeño grupo de personas entró en la sacristía de la iglesia del extinguido Colegio de jesuitas de Santander con la misión de entregar al Ministro de Marina del puerto José de Colosía los Calizes y demas Alhaxas y vestiduras Sagradas, cruzes, misales, Aras, Frontales y todo lo correspondiente para formación de Altar a fin de.... El propósito era entregar a los jesuitas expulsos lo necesario para decir misa en las embarcaciones que deven conducir a dichos Religiosos.... 21 sanchemaunican.es ORCID iD: http:orcid.org0000-0002- 8940-62712 Archivo Histórico Provincial de Cantabria. A partir de ahora A. H. P. C.. Sección Centro de Estudios Montañeses. A partir de ahora C. E. M.. Libro 53. Inventario de los bienes, alhajas, papeles, muebles que poseían los Regulares de la Compañía de Jesús de Santander el día de su extrañamiento, fols.","0",""
"T2-0130","100098542.txt","Hipótesis: Los orujos vitivinícolas poseen concentraciones de compuestos bioactivos que los hacen aptos para ser empleados como insumos de otras industrias. Objetivo: Determinar los contenidos de carotenoides y fenoles y la capacidad antioxidante de orujos Malbec, Cabernet Sauvignon y Merlot de Luján de Cuyo Mendoza. Determinación de carotenoides, compuestos fenólicos y capacidad antioxidante en subproductos enológicos Jofré, Viviana1, 2; Assof, Mariela1, 2; Fanzone, Martín1, 2,; Andino, Germán1; Santos, Leonel1; Cantoro-Fernandez, Eliana1 1 Universidad Juan Agustín Maza. Mendoza, Argentina. 2 Instituto Nacional de Tecnología Agropecuaria, Laboratorio de Aromas y Sustancias Naturales. Mendoza, Argentina. Metodología: 2 kg de orujos Malbec y Cabernet Sauvignon y Merlot se obtuvieron de la vinificación de esos cepajes en la Bodega Experimental INTA. Las muestras se procesaron, secaron 60C, 3 h, se separaron hollejos h y semillas s. Cada fracción se pulverizó 1mm. Los compuestos bioactivos se extrajeron por microextracción sólido-líquido asistida por ultrasonido empleando etanol y hexano como solventes. Los carotenoides totales CT se evaluaron por espectrofotometría a 450 nm; y los fenoles totales FT, por el método de Folin-Ciocalteu. La capacidad antioxidante se determinó por el método de Brand- Wiiliams y se expresó como actividad porcentual de depuración de radicales-libres FRSA. Estudios estadísticos: ANOVA Tuckey-HSD, 0. 05. Cepaje CT ggmuestra seca FT mggmuestra seca FRSA Orujos: carotenoides totales, fenoles totales y capacidad antioxidante Valores promedios n3; desviación estandar entre paréntesis. Cepaje: MB Malbec; CS Cabernet Sauvignon; MT Merlot Resultados: En hollejos no hubo diferencias significativas en CT, FT y FRSA entre cepajes. En semillas, CT fue diferente entre los 3 cepajes, FT-MB se diferenció de las otras y FRSA no presentó diferencias entre MB y MT.","0",""
"T2-0131","10022509.txt","RESULTADOS. Este trabajo revela las nu-merosas y complejas fortalezas y debilidades del docente y la evaluación de sus principios de procedimiento a través de las diferentes fases de un ciclo de investigación-acción colaborativa planificación, acción y reflexión, revelando aspectos relevantes susceptibles de mejora fijar unas normas de intervención en el aula, promover más la participación del alumnado, saber cor-tar debates a tiempo, etc.. DISCUSIÓN. Es posible destacar el enorme potencial de la revisión autocrítica para la mejora del desarrollo profesional docente, pudiendo la misma ser de utilidad a gran número de docentes noveles que entienden que la interacción en el aula es relevante y necesaria y les gustaría que sus clases fuesen más allá de las lecciones magistrales, propiciando el diálogo y la interacción en el aula. Palabras clave: Desarrollo profesional, Autoevaluación, Interacción verbal, Investigación-acción. Gaizka Hernández y Carmen Álvarez-Álvarez74 Bordón 70 4, 2018, 73-87, ISSN: 0210-5934, e-ISSN: 2340-6577Marco teórico En todo proceso de enseñanza-aprendizaje la interacción entre el profesorado y el alumnado desempeña un papel fundamental en la promo-ción del aprendizaje y la mejora de las relacio-nes de convivencia en las aulas porque humani-za las relaciones y potencia la comunicación pedagógica De Longhi, Ferreyra y Peme, 2012; Tlhoaele, Hofman y Winnips, 2014; Ingram y Elliott, 2014; Haneda, Teemant y Sherman, 2016. Sin embargo, las prácticas docentes interactivas se emplean con carácter puntual y su uso no es dominante en ningún nivel del sistema educati-vo Scott, Mortimer y Aguiar, 2006. Ante esto, es necesario superar el modelo comunicativo unidireccional en el que el profesor es el depo-sitario del saber para apostar por fórmulas de trabajo interactivas en las que el alumnado pue-da compartir lo comprendido, sus dificultades, sus inquietudes, participando en el proceso de construcción del conocimiento De Longhi, Fe-rreyra y Peme, 2012; Ingram y Elliott, 2014; Álvarez, 2016, así como vías para que el profe-sorado comparta sus estrategias docentes de interacción Haneda, Teemant y Sherman, 2016; Willegems, Consuegra, Struyven y Engels, 2017; Stockero, Rupnow y Pascoe, 2017.","0",""
"T2-0132","100104097.txt","Sumario El siguiente artículo de reflexión puede leerse inicialmente teniendo en cuenta la parte introductoria sobre el Estado educador versus el Estado seductor, siguiendo con la presentación de cuatro apuestas teóricas importantes, que son: Primera apuesta teórica: Pensar Qué es la Política?, que analiza el concepto y permite entender posturas diversas, desde diferentes autores y bajo la redimensión del mismo; Segunda apuesta teórica: Cuáles son los retos del presente?, donde se analizan los fenómenos políticos, económicos y sociales que permean la realidad política presente, de cara al diseño de un nuevo marco socio-humanístico que permita su comprensión; Tercera apuesta teórica: Cómo re-dimensionar la política desde la perspectiva Bio-política?, reflexión teóricoconceptual, que permite re-dimensionar la política desde el paradigma que explica ampliamente las tecnologías del poder, ahora, dispositivos agenciadores del nuevo proceso de emergencia de sujetos complejos, sociales, políticos e históricos; Cuarta apuesta teórica: Pensar la Educación Política; donde se analizan los dispositivos heurísticos comunes anteriormente presentados, a la luz de re-crear un nuevo concepto de educación política, inclusivo, plural, diverso y múltiple, donde se dignifique la vida como valor más importante. Resumen El objetivo de este artículo es construir un nuevo concepto de educación política, desde una perspectiva bio-política contemporánea que se re-crea, esperando ser una iniciativa que propicie la discusión sobre las formas de ser y educar sobre lo político-público, no esperando herramientas políticas en curso, sino un interesante tejido conceptual que asume con criterio el contexto político e histórico mundial, que hacen posible la construcción de espacios y proyectos de educación en contextos democráticos, pacíficos e incluyentes.","0",""
