source_file,category,snippet,word_count,matched_keywords,regex_score
98793533.txt,RES,"Se observa en los resultados de la tabla 5 y figura 5 la  convergencia en los niveles bajos para la temperatura y  presión, lo cual significa la necesidad de trabajar la  vulcanización de la suela en 140C y 1400 psi  respectivamente, mientras que el tiempo ideal de proceso  se indica en nivel alto -8 minutos-.  4.3 Optimización por Algoritmos Genéticos  Para la optimización por algoritmos genéticos se toma  el mismo esquema de optimización que en 18, la  función de fitness a minimizar es la función en 17 y los  límites del proceso son los mismos que los utilizados en  la función de deseabilidad. Los parámetros de inicio para  la corrida del algoritmo se muestran en la Tabla 6.  Tabla 6. Parámetros de inicio para el algoritmo  Conteo de la élite 2.5  Fracción de la migración 0.2  Tolerancia de la función 1x10 -6  Tolerancia de la restricción 1x10 -3  Figura 6. Gráfico de optimización por Algoritmos Genéticos.  Tabla 6. Solución por Algoritmos Genéticos  Valor de la función objetivo mejor fitness  1 1 -1 1 0.033606  La solución para el algoritmo genético se puede  observar en la figura 6 y tabla 6. El valor de la función de  fitness quedó en 0.033606, los niveles óptimos para  Temperatura y Tiempo fueron en nivel alto, 190C y 8  minutos respectivamente, mientras que la presión se deb  manejar en nivel bajo, 1400 psi. La convergencia del  algoritmo se da en la generación 78. Se realizaron 30  corridas para verificar la convergencia del resultado,  4.4 Optimización por Algoritmo PCS  El algoritmo PCS también se maneja dentro del  esquema de optimización en 18, la función a minimizar  es la misma que en 17 y el área experimental está dfinida  por los límites de operación del proceso.  Score Histogram Fitness of Each Individual La solución del algoritmo se muestra en la figura 7 y tabla  Figura 7. Gráfico de optimización por Algoritmo PCS.  Tabla 7. Solución por Algoritmo PCS  Valor de la función objetivo mejor fitness  1 1 -1 1 0.033606  La convergencia del Algoritmo se da en la iteración  25, las soluciones son las mismas que con los Algoritm s  Genéticos, así como el valor de la función  0.03366.  los niveles óptimos para Temperatura y Tiempo fueron  en nivel alto, 190C y 8 minutos respectivamente,  mientras que la presión se debe manejar en nivel bajo, 4.5 Comparativo de los métodos de optimización  Tabla 8. Comparativo de las soluciones por los 3 métodos  Factor FD AG PCS Comentarios  X1 -1 1 1 La función de  X2 -1 -1 -1 Los tres métodos  X3 1 1 1 Los tres métodos  Temp 140C 190C 190C La función de  Presión 1400 psi 1400 psi 1400 psi Los tres métodos",448,"resultados, en la figura, en la tabla",4
5304241.txt,CONC,"ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL  Facultad de Ingeniería en Mecánica y Ciencias de la  Implementación de Programas Preliminares: Buenas Prácticas de  Manufactura y Operaciones de Saneamiento en una Planta  Elaboradora de Leche de Soya Saborizada Instalada en el Sur  Previa a la obtención del Título de:  Agradezco a Dios, a mis  padres por su infinito apoyo,  a la MSc. María Fernanda  Morales R. Directora de la  Tesis, por su constante y  realización de este trabajo, al  Ing. Marcos Tapia por su  A Dios que me brindó la  A mis padres y hermanos por  A la MSc. María Fernanda  apoyo y a todos los que  Ing. Gustavo Guerrero M. MSc. María Fernanda Morales R.  DECANO DE LA FIMCP DIRECTORA  La responsabilidad del contenido de esta  Tesis de Grado, me corresponde  exclusivamente; y el patrimonio intelectual  de la misma a la ESCUELA SUPERIOR   Reglamento de Graduación de la ESPOL  La Escuela Superior Politécnica en conjunto con organizaciones sin fines de  lucro, realizan diversas actividades en beneficio de comunidades menos  favorecidas, una de ellas es el proyecto denominado Vaca Mecánica y es  justamente aquí donde esta Tesis de Grado se desarrolla.  Este proyecto consiste en la creación de una planta elaboradora de leche de  soya, por lo que se empezó con la realización de pruebas mecánicas a los  equipos relacionados al proceso productivo y pruebas de producción a  pequeña escala, durante estas actividades, se evidenció fallas que influían  en la contaminación microbiológica del producto terminado.  Esta Tesis de Grado lo que pretende es solventar aquellas deficiencias que  interfieren en la obtención de un producto final microbiológicamente seguro.  Para lo cual se propuso la implementación de Buenas Prácticas de  Manufactura en base al DECRETO EJECUTIVO 3253 DEL REGISTRO  OFICIAL 696 DEL ECUADOR, que contiene las directrices que una planta  debe seguir para operar en condiciones higiénicas.  Para realizar la propuesta se crearon manuales y registros de operaciones de  saneamiento relacionadas directamente con la calidad microbiológica del  producto final, además de la capacitación del personal que labora en las  instalaciones sobre la importancia del correcto seguimiento de los mismos.  Con el objetivo de asegurar la efectividad del sistema implementado se  realizaron una serie de análisis microbiológicos, tomando como referencia la  normativa guatemalteca COGUANOR NTG 34031, brindando así con toda  seguridad un producto que no afectara a la salud de los consumidores.  Como resultado de la implementación se obtuvo un producto dentro de los  parámetros microbiológicos de mesófilos y coliformes, establecidos en la  norma Guatemalteca, más en el parámetro Bacillus cereus el producto  estuvo fuera de norma, por lo que se concluye que un sistema APPCC sería  necesario dadas las condiciones de la planta.  1.1.1. Características y definición de la leche de soya.................8",447,"se concluye que, en conjunto ",2
5304241.txt,BACK,"Para simplificar la creación de la solución de cloro a 5ppm de  concentración seguir los siguientes pasos:   Por cada litro de agua se agregaran 2 gotas de cloro  4.3. PREPARACIÓN DE SOLUCIÓN AGUA CLORADA 3 PPM  Este proceso se aplica a las soluciones utilizadas en:   El agua potable dentro de planta   Elaboración de leche de soya.  Se aplica esta fórmula para determinar la cantidad de cloro a usarse:  Para simplificar la creación de la solución de cloro a 5ppm de  concentración seguir los siguientes pasos:   Por cada 5 litros de agua se agregaran 6 gotas de  ÍTEM QUÉ CÓMO CUÁNDO MONITORISTA  En caso de no estar en la concentración de cloro  correspondiente, se ajustara con la formula dada en  los instructivos, hasta llegar a las cantidades correctas.  En caso de que sobrepase la concentración de cloro,  ÍTEM QUÉ CÓMO CUÁNDO MONITORISTA   Garantizar que los equipos estén listos para ser utilizados en la  producción y que ellos mismos no representen un riesgo para la  inocuidad del producto en proceso y el final.  Este proceso se aplicará en todas los equipos que estén en contacto con  los alimentos, incluyendo las ollas y utensilios.   El personal ha sido capacitado sobre este instructivo.   El personal está capacitado para la limpieza, desinfección de  equipos y elaboración de soluciones cloradas.   Realizar proceso de limpieza de equipos, según instructivo   Enjuagar según instructivo de limpieza de equipos   Enjuagar según los requerimientos del proveedor de detergente.   Medir pH con tirillas el agua de enjuague.  PROYECTO VACA MECÁNICA ORFANATO INÉS DE CHAMBERS VIVERO  INSTRUCTIVO PARA LIBERACIÓN DE EQUIPOS   Si agua de enjuague esta neutra 7 liberar equipos, de lo contrario  ÍTEM QUÉ CÓMO CUÁNDO MONITORISTA  En caso de presentar restos orgánicos o de detergente se  procederá a volver a limpiar los equipos, en caso de que le  pH no sea 7 se procederá al re enjuague.  ÍTEM QUÉ CÓMO CUÁNDO MONITORISTA   Garantizar que el producto que salga de la empresa este con las  características requeridas por el consumidor.   Eliminar responsablemente los productos que no cumplen con las  Este procedimiento se aplicará a todos los lotes producidos.   El personal ha sido capacitado sobre este instructivo.  4.1. INSTRUCTIVO PARA LIBERACIÓN DE PRODUCTO   Revisar que esté debidamente rotulado y etiquetado según el lote  PROYECTO VACA MECÁNICA ORFANATO INÉS DE CHAMBERS VIVERO  INSTRUCTIVO PARA LIBERACIÓN DE PRODUCTO TERMINADO Y   Abrir una botella y analizar características organolépticas según indica   En caso de no cumplir los requisitos organolépticos, desechar el lote  Color Propio del sabor a realizarse  Olor a frejol y propio del sabor a  Aspecto Muestra homogénea y liquida no  sabor suavemente Afrijolado y propio del  4.2. INSTRUCTIVO DE DESECHO DE PRODUCTO RECHAZADO   Separar inmediatamente del resto del producto.   destapar y desechar en fundas negras",450,"según instructivo, según los, según el, según indica",5
5304241.txt,RES,"Resolución Ministerial peruana N 451-2006MINSA.  2.2.1 Análisis de Resultados Microbiológicos Obtenidos  Una vez realizados los análisis tanto de mesófilos y de  coliformes dentro del producto y superficies de contacto, se  obtuvieron los resultados indicados en la tabla 31 y 32:  Elaborado por: Lafuente, Mishell. 2012.  MUESTRAS RELACIONADAS A SUPERFICIES DE CONTACTO CON EL  MOP 1 3,7102 3 3  Elaborado por: Lafuente, Mishell. 2012.  GOP2 guantes de operaria 2  Cabe destacar que las tomas de muestras fueron realizadas  durante el proceso productivo, en todos los casos.  Además de esto, se utilizó la técnica de luminometría para  verificar el estado de limpieza de los equipos, posterior a  La luminometría consiste en las mediciones de ATP en una  superficie inerte. La presencia de ATP en una superficie es  indicador de una limpieza incorrecta o de algún tipo de  contaminación. El ATP puede prevenir de residuos de  alimentos, de suciedad existente, de los propios  microorganismos, etc. Una superficie deficientemente  higienizada es un lugar potencial para el desarrollo de una  contaminación y probable punto de partida de una infección.  Eliminando el ATP se eliminará la fuente de alimento para las  bacterias evitando así su crecimiento y reproducción.  El proceso consiste en un hisopado donde las puntas de los  hisopos de muestreo están humedecidas con una solución  que permite extraer el ATP de las células, así como abrirse  camino dentro de un biofilm y localizar las células que lo  forman. Con el hisopo se recoge el ATP de células  microbianas además de ATP libre que se encuentra en los  residuos de los alimentos. El reactivo que está dentro del  bulbo del dispositivo está formado por un enzima que se  encuentra en las luciérnagas llamada luciferasa. Cuando esta  enzima entra en contacto con el ATP reacciona y emite luz,  esta emisión de luz es cuantificada por el luminómetro. La  cantidad de luz emitida es directamente proporcional a la  cantidad de ATP, dando así una medida cuantitativa de la  Los resultados de luminometría deberían estar entre 0 a 150  para ser considerado como una desinfección aceptable y los  resultados que estos análisis arrojaron, demuestran que el  proceso de limpieza y desinfección de los equipos es  correcto y funciona adecuadamente, como se puede apreciar  Jarra de envasado 20 100  Elaborado por: Lafuente, Mishell. 2012.  Analizando los resultados se encuentra que los valores fuera  de rango según las normas utilizadas como referencia, tanto  para el producto como para las de superficies son:  RESULTADOS FUERA DE PARÁMETROS PARA SUPERFICIES EN  RESULTADOS FUERA DE PARÁMETROS PARA SUPERFICIES EN  Elaborado por: Lafuente, Mishell. 2012.  RESULTADOS FUERA DE PARÁMETROS PARA PRODUCTO EN  RESULTADOS FUERA DE PARÁMETROS PARA PRODUCTO EN  MUESTRA MESÓFILOS UFCml COLIFORMES NMPml  Elaborado por: Lafuente, Mishell. 2012.",445,"resultados, en la tabla",10
5304241.txt,LIM,"3 Una falta de higiene por parte de los operarios en el lavado de  4 Una elevada carga de microorganismos en el producto  terminado, representando un riesgo para los consumidores.  Elaborado por: Lafuente, Mishell. 2012.  En la tabla 37 se muestran los resultados obtenidos del checklist  RESULTADOS DEL DIAGNÓSTICO POR MEDIO DE LA LISTA DE  1 Malas prácticas higiénicas del personal, utilizan maquillaje  y joyas durante las operaciones de producción.  2 Ollas en contacto con el piso.  3 Falta de lavado constante de guantes  4 Falta de facilidades sanitarias  5 Falta de tacho de basura en el área de proceso.  6 Temperaturas inadecuadas para el mantenimiento del producto  8 Falta de un sistema de control de calidad microbiológica del  9 Falta de un sistema de control durante el proceso  10 Falta de un sistema de registros  12 Personal con calzado inadecuado  Elaborado por: Lafuente, Mishell. 2012.  Es decir se carecía de correctas prácticas de higiene durante la  producción, por parte de los operarios y pésimas condiciones  higiénicas para el agua utilizada en el producto, reflejándose en  problemas microbiológicos en el producto terminado.  3. INDICADORES DE SEGURIDAD ALIMENTARIA  DETERMINANTES EN LA IMPLEMENTACIÓN DE  INVOLUCRADOS EN LA CALIDAD SANITARIA DEL  Los indicadores de seguridad sanitaria son aquellos que muestran qué  es lo que afecta a la inocuidad del producto final, es decir son aquellos  factores que señalan las causas de una posible contaminación.  Una vez realizado el diagnóstico y analizado las variables más  importantes que influyen en la calidad sanitaria del producto final, se  determinó que el agua de la red que alimentaba a la planta, era uno de  los factores más críticos a controlar y que por sobretodo afectaba  gravemente al producto ya que la misma agua era utilizada como  componente de la formulación del producto y como agente de limpieza  de los equipos, aunque en este último era clorada.  El agua no estaba dentro de los parámetros microbiológicos ni químicos  establecidos en la normativa nacional el cual en el punto 5.1.2 establece  la ausencia de coliformes y en el punto 5.1.1 establece el rango de cloro  residual que debería ser entre 0,3 y 1,5 mgl en este caso el agua  presentaba 93 NMPml coliformes y se encontraba por debajo del mínimo  establecido en cuanto a cloro residual, esto se debía a un defecto de la  red de agua que alimentaba al orfanato en general, así como a una falta  de higiene y limpieza en las cisternas.  Otro factor importante en la contaminación del producto dado los  resultados microbiológicos obtenidos fue el personal, dado que se tenía  presencia de coliformes totales en los guantes de una de las operarias y",439,falta de,7
12826785.txt,BACK,"orientación conceptual del informe.3 Al interior de cada eje se plantean varia- bles que pueden ser cruzadas, según las necesidades del análisis. Se intenta ob- servar críticamente la acción del Estado; las políticas, programas y proyectos  que ha desarrollado en el período y tema analizado.4 Se describe el impacto so- cial de tales políticas según la visión del mismo Estado, y se analizan las percep- ciones y reacciones de la sociedad frente a la acción estatal. De manera simultánea, se estudia la iniciativa productiva, cultural y política de la  sociedad y de sus organizaciones para dar respuesta a sus necesidades. El informe cero Ecuador 1950-2010 A partir de la premisa de que Estado del país se proyecta como una propuesta  de incidencia y creación de ciudadanía a largo plazo, el comité editorial decidió  construir un primer informe experimental que apunte a definir una línea de  base de los estudios posteriores, y a puntualizar temas, indicadores y orienta- ciones metodológicas para los futuros informes.  De esta manera, el presente documento, que se lo define como informe cero,  asumió una mirada histórica, que se justifica e inspira en una lectura del pre- sente, que reconoce evidencias como el renovado protagonismo del Estado  central, la puesta en vigencia de un modelo de desarrollo que coloca la sustitu- ción de importaciones como uno de sus ejes, el reposicionamiento de la plani- ficación, los abundantes ingresos a las arcas fiscales, la importante inversión en  infraestructura vial, en educación y salud, el reaparecimiento del nacionalismo,  y otras más que recuerdan similares políticas que se ejecutaron en Ecuador a  partir de 1950 hasta 1980. Por tal razón, se decidió volver la mirada hacia esos  años, para desde allí transitar por las siguientes décadas hasta los años recientes  como una manera de responder preguntas, esclarecer antecedentes, deter- minar puntos de referencia que permitan comprender de mejor manera las ac- tuales circunstancias que vive Ecuador. En tal sentido, el informe cero no es un  análisis del Gobierno del presidente Correa, aunque algunos artículos exploran  determinados aspectos de este período. En este contexto, la mayoría de los estudios del informe cero realizan un reco- rrido analítico desde la segunda mitad del siglo XX hasta finales de la primera  década del siglo XXI en los ámbitos de cultura, sociedad, política y economía, a  través de una tentativa y referencial periodización que colocaba al modelo de  desarrollo como parámetro del corte temporal: 1950-1980 desarrollismo, 1980- 1990 transición del desarrollismo al neoliberalismo y 1990-2006 modelo con  3 Esta propuesta está en construcción debido al desafío que implica asumir conceptos y metodología innovadores. Para  el informe cero el equipo responsable de cada tema general presentó una propuesta de subtemas, áreas, indicadores y",448,"según la, según las, antecedentes",3
12826785.txt,CONC,"democrática, obligando a que los partidos no solo  desempeñen las funciones básicas que les corres- ponden en las democracias consolidadas, sino que,  además, instrumentalicen una condición de actores  claves en el establecimiento y consolidación de los  nuevos regímenes democráticos Montero y Gunther,  2002: 15. De alguna manera, los partidos siguen rea- lizando la función básica de reunir los votos que  ciertamente entraña el mecanismo más importante  consuetudinarios sobre los que se define la demo- cracia, el sistema electoral y el sistema de partidos,  bajo el argumento de que la ingeniería institucional  que da forma a ambos sistemas condensa los meca- nismos de acceso al poder y viabiliza el principio de  representación, pilares básicos de la democracia po- La profundización de las instituciones democráticas,  en tanto mecanismos que comprometen el com- portamiento de los actores políticos, tiene un papel  fundamental en los procesos de democratización,  siendo precisamente en este primer nivel de análisis  donde la experiencia del Ecuador encuentra sus ma- yores problemas, en razón de que pese a la presencia  efectiva de instituciones formales, y al acatamiento  en términos generales de las reglas y procedi- mientos, en la práctica, el marco normativo adquiere  múltiples interpretaciones conforme una serie de  particularidades, lo que en última instancia deter- mina que paradójicamente las instituciones demo- cráticas no generen procesos democratizadores sino  que induzcan más bien inquietudes sobre la gober- nabilidad Burbano de Lara, 2003: 27.  De alguna manera, el cambio institucional aparece  como el principal obstáculo para la consolidación  democrática en Ecuador. Se han ensayado una serie  de reformas de la ingeniería institucional que lejos  de responder a una lógica de refuncionalización co- herente y articulada a la dinámica social, ha ido con- figurando un proceso fragmentado y discontinuo  que ha desorientado los patrones de comporta- miento de los actores políticos. La estabilidad del ré- gimen se ha expresado, en última instancia, a través  de una reiterada interrupción de los Gobiernos ele- gidos democráticamente, consecuencia, entre otros  factores, de un paulatino desgaste de la legitimidad  de las instituciones democráticas y de la revaloriza- ción de un conjunto de lógicas patrimonialistas que  han mermado el principio de representación de la  democracia política, situación que ha desembocado  hacia mediados de la década de 2000 en el co- lapso del sistema de partidos y la emergencia de un  seudomodelo socialista de corte neopopulista.  En todo caso, la observación empírica de la inge- niería institucional sobre la que se estructuran el sis- tema electoral y el sistema de partidos en Ecuador  devela características con gran incidencia sobre los  mecanismos de competencia por el poder político.  carácter regional yo étnico-cultural, aunque sobre  este último punto es importante recalcar la impor-",442,"en última instancia, en términos generales ",3
12826785.txt,DISC,"Gobierno de Galo Plaza Lasso 1948-1952, por la  fuerte inversión pública pactada con las transnacio- nales y las facilidades de crédito a los productores. A  fines de la década del cincuenta, se desaceleran las  exportacio nes a consecuencia de la caída de los pre- cios debido a la sobreoferta de la fruta, pues para ese  entonces las plan taciones centroamericanas se ha- bían recuperado, y avanzada la década del sesenta,  esta tendencia declinante se agrava por efecto del  agotamiento de la fase expan si va del capitalismo in- ternacional que provoca el deterioro de los términos  de intercambio pa ra las exportaciones primarias de  América Latina. La balanza comercial en el país se  ha ce negativa, los tradicionales problemas de la eco- nomía ecuatoriana nuevamente se ponen a flor de  piel y a la espera de un nuevo boom, que llega en los  años setenta con el oro negro. Las exportaciones crecieron de 63,1 millones de dó- lares en 1950 a 102,56 millones en 1960, y a 199,07  millones en 1971;2 mientras las importaciones pa- saron de 41,33 millones en 1950 a 115,18 en 1960, y  a 340,1 en 1971, haciendo que la balanza comercial  sea positiva solamente hasta 1956; luego, será nega- tiva hasta la llegada del petróleo. Esto da cuenta de  los límites del modelo de acumulación centrado en  El paisaje de la Costa ecuatoriana se transformó ra- dicalmente con la expansión de la pro duc ción bana- nera. Larrea 2006 registra que hacia 1948 la mayor  parte de la región estaba cubierta por bosques na- turales, y el desarrollo vial era sumamente redu- cido. Hacia 1951, la Cepal El desarrollo económico  de Ecuador, 1954 estimaba un área sembrada de ba- nano de 45.000 hectáreas, que ascendieron a 142.270  en 1954, a 190.361 en 1964, y a 214.592 en 1968 2006:  64. Sin duda, un crecimiento acelerado de la eco- nomía agrícola ecuatoriana tuvo su contraparte: des- truyó los bosques húmedos y secos de la Costa. La producción bananera en la Costa se comple- menta con la producción y exportación de cacao y  2 Información del Banco Central, publicada por Alberto Acosta 2006: 351. café, y la producción de otros bienes para el con- sumo nacional como arroz, carne, azúcar. En las  plantaciones, que de manera preponderante eran  medianas y pequeñas, se con so lidan relaciones sala- riales. En la Sierra, en cambio, se reproduce la estruc- tura de la hacien da, el huasipungo y las relaciones  precarias; su producción de cereales, papa, horta- lizas, lácteos estaba destinada al mercado interno.  Los bajos costos de la producción de alimentos per- mitía abaratar la repro ducción de la fuerza de tra-",442,"da cuenta de, consecuencia de",2
12826785.txt,LIM,"acerca del nivel de instrucción más alto que alcan- zaron. Puede observarse que existe mayor varia- bilidad para los casos de esta última muestra. Sin  embargo, las tres fuentes de información permiten  construir un panorama acerca de las tasas de proba- bilidad a las cuales los ecuatorianos pudieron cursar  los tres niveles educativos más importantes, y tam- bién los períodos para los cuales dichos cambios  ocurrieron con mayor velocidad. Comparado con  los países vecinos, en Ecuador el crecimiento de la  participación en la educación ha sido relativamente  lento, especialmente en términos de la culminación  de la educación secundaria. Nótese que hay dos  fuentes importantes de sesgo al realizar un análisis  retrospectivo de los datos, como el que se presenta  en el gráfico N 1 y el que será discutido más ade- lante. Un tipo de sesgo es la salida de los individuos,  sea por fallecimiento o por emigración. Muchas de  las personas nacidas en 1925 ya no estuvieron pre- sentes para el censo de 1990, y muchos de los indi- viduos nacidos en 1936 estuvieron ausentes durante  el censo de 2001. No se sabe si los individuos con un  nivel de educación más alto tuvieron mayor o menor  probabilidad de haber emigrado, pero sí se conoce  que los individuos sin educación formal tienen una  menor esperanza de vida que aquellos que van a la  universidad. Por este motivo, podría existir un sesgo  potencial para las edades mayores esta es la razón  por la cual se descartaron los datos del censo de  2001 a la hora de estimar las tasas de culminación  de los individuos nacidos en 1925. En general, se  puede ver en el gráfico N 1 que a mayor edad, las  tasas de culminación están sobreestimadas, ya que  el denominador es pequeño debido a la menor can- tidad de población no educada las personas menos  educadas no viven tanto como aquellos que fueron  universitarios. Otro tipo de sesgo ocurre porque  no existe un límite de edad oficial para ingresar a la  universidad. A pesar de que la mayoría de personas  lo hace a los 18 años, es posible empezar los estu- dios superiores a una edad más avanzada. El simple  hecho de que un individuo entrevistado a los 20 años  aún no haya asistido a la universidad, no implica que  esta persona nunca lo hará. Por otro lado, las tasas  de culminación de la universidad están subesti- madas para las edades más jóvenes. A pesar de que  las estimaciones realizadas a partir del análisis re- trospectivo del censo son un primer paso bastante  útil, estas no pueden reemplazar la información ac- tualizada que deben proporcionar las instituciones  El gráfico N 1 muestra las tasas de culminación de",448,sesgo,4
12826785.txt,RES,"este nivel. En último lugar, se plantea la pregunta: de  entre estos jóvenes que podrían haber continuado  los estudios superiores, cuál fue el efecto de las va- riables independientes en la probabilidad real de  que hayan ingresado a la universidad? El proceso de estimación dprobit del programa  Stata permite usar los pesos muestrales para en- contrar las relaciones entre algunas variables im- portantes asociadas a los logros académicos, por  ejemplo, si la persona es o no un miembro de un  hogar rural, si es o no mujer en lugar de hombre. En  este análisis es posible medir el impacto de dichos  factores solo para los casos con información com- pleta. Todos los jóvenes tienen información acerca  de su género y de si sus familias viven en áreas ru- rales no urbanas. Sin embargo, solo un X de los  casos tiene los datos de autoidentificación étnica y  aún menos casos X tienen información de los in- gresos de los padres. La poca información reportada  acerca de los ingresos de los padres tiene al menos  tres causas. La primera es que probablemente el  padre no forma parte del hogar: de la muestra de jó- venes de entre 20 y 23 años, en el X de los casos el  padre estaba presente, y para el Y había la infor- mación de la madre. La segunda razón de la falta de  información es que el padre pudo haber estado des- empleado o simplemente prefirió no reportar sus  ingresos al INEC. Por este motivo, se toma un indi- cador alternativo de los recursos materiales y cul- turales de la familia, el número total de años de  escolaridad de la madre. Este indicador está dispo- nible en el X de los casos de individuos entre los  20 y 23 años de edad, y en el Y de los casos de jó- venes que viven con su madre. Los resultados de los tres modelos Probit se exhiben  en el cuadro N 1. El modelo A presenta los coefi- cientes y el error estándar respectivo, para los cam- bios en la probabilidad de comenzar la secundaria;  el modelo B presenta los resultados para los cam- bios en la probabilidad de completar la educación  secundaria, con la condición de haberla iniciado; y  el modelo C presenta el impacto en la probabilidad  de ingresar a la universidad, dado que se completó  la educación secundaria. El modelo se corre para  los encuestados tanto en 2003 como en 2008, de tal  forma que se puedan detectar los posibles cambios  en la intensidad con la que afectan los distintos fac- Entre los hallazgos de este ejercicio, hay tres que me- recen ser mencionados. Primero, aun después de",444,"en el cuadro, hallazgos, error estándar, resultados, razón de",6
170177164.txt,METH,"UNIVERSIDAD PRIVADA ANTENOR ORREGO FACULTAD DE MEDICINA HUMANA PROGRAMA DE ESTUDIO DE PSICOLOGÍA TESIS PARA OPTAR EL TÍTULO PROFESIONAL DE LICENCIADO EN PSICOLOGÍA Desgaste ocupacional y resiliencia en docentes de la facultad de medicina humana de una universidad privada de Trujillo Área de Investigación: Ciencias Médicas Psicología de las organizaciones y el trabajo Autor: Li Chávez, Leandro Esteban Jurado Evaluador: Presidente: Rodriguez Balcázar, Susan Cristy Secretario: Salinas Gamboa, Diana Jacqueline Vocal: Sanchez Alvarez, Edwar Isidro Asesora: Palacios Serna, Lina Iris Código Orcid: https:orcid.org0000-0001-5492-3298 Trujillo Perú 2024 Fecha de sustentación: 20241206 Declaración de originalidad Yo, Lina Iris Palacios Serna, docente del Programa de Estudio de Psicología, de la Universidad Privada Antenor Orrego, asesora de la tesis de investigación titulada Desgaste ocupacional y resiliencia en docentes de la facultad de medicina humana de una universidad privada de Trujillo, del autor Li Chávez, Leandro Esteban, dejo constancia de lo siguiente: El mencionado documento tiene un índice de puntuación de similitud de 12. Así lo consigna el reporte de similitud emitido por el software Turnitin el 2, enero, 2025. He revisado con detalle dicho reporte y la tesis, y no se advierte indicios de plagio. Las citas a otros autores y sus respectivas referencias cumplen con las normas establecidas por la Universidad. Trujillo,02 de enero del 2025 ASESORA AUTOR Palacios Serna, Lina Iris Li Chávez, Leandro Esteban DNI:18095633 DNI: 74820290 ORCID: https:orcid.org0000-0001-5492-3298 Desgaste ocupacional y resiliencia en docentes de la facultad de medicina humana de una universidad privada de Trujillo PRESENTACIÓN Estimados señores miembros del jurado: Por medio del presente documento, de la Escuela Profesional de Psicología de la Facultad de Medicina Humana de la Universidad Privada Antenor Orrego, me dirijo a ustedes con el propósito de solicitar la revisión de su tesis titulada: Desgaste ocupacional y resiliencia en docentes de la facultad de medicina humana de una universidad privada de Trujillo La investigación se desarrolla en el área de Ciencias Médicas Psicología de las organizaciones y el trabajo y tiene como objetivo analizar la relación entre el desgaste ocupacional y la resiliencia en los docentes de la facultad, considerando las implicancias que estos factores tienen en su desempeño y bienestar laboral. La metodología aplicada incluye un enfoque cuantitativo, de tipo correlacional, y emplea herramientas de recolección de datos validadas en el ámbito de la psicología organizacional. Consciente de la importancia de una revisión exhaustiva, presenta el documento con la finalidad de recibir sus observaciones y recomendaciones, que serán de gran valor para fortalecer la calidad y rigor científico del trabajo. Asimismo, reitera su disposición para llevar a cabo las mejoras necesarias en función de sus aportes. Agradeciendo de antemano su tiempo y dedicación en la revisión de esta investigación, el autor queda atento",450,"metodología, recolección de datos, enfoque cuantitativo",3
